Order_Item_ID,Order_ID,Product_ID,Quantity,Unit_Price,Discount,Item_Total
OI00000253,ORD0000095,PROD0147,1,4700.0,10.8,4192.4
OI00000254,ORD0000096,PROD0170,3,440.0,13.8,1137.84
OI00000255,ORD0000096,PROD0164,5,520.0,30.9,1796.6
OI00000256,ORD0000096,PROD0078,2,2760.0,0.0,5520.0
OI00000257,ORD0000096,PROD0055,2,2310.0,18.8,3751.44
OI00000258,ORD0000097,PROD0152,3,3700.0,27.5,8047.5
OI00000259,ORD0000097,PROD0067,1,3200.0,1.0,3168.0
OI00000260,ORD0000097,PROD0148,1,4640.0,11.7,4097.12
OI00000261,ORD0000097,PROD0151,2,6530.0,8.4,11962.96
OI00000262,ORD0000097,PROD0041,3,2050.0,13.9,5295.15
OI00000263,ORD0000098,PROD0017,1,11120.0,15.5,9396.4
OI00000264,ORD0000098,PROD0114,1,150.0,4.2,143.7
OI00000265,ORD0000099,PROD0095,1,1420.0,9.3,1287.94
OI00000266,ORD0000099,PROD0201,5,5115.53,27.6,18518.22
OI00000267,ORD0000099,PROD0088,1,4340.0,12.8,3784.48
OI00000268,ORD0000099,PROD0083,1,4320.0,0.0,4320.0
OI00000269,ORD0000099,PROD0097,1,1600.0,17.1,1326.4
OI00000270,ORD0000100,PROD0024,2,10580.0,17.5,17457.0
OI00000271,ORD0000100,PROD0003,2,63870.0,0.0,127740.0
OI00000272,ORD0000100,PROD0004,1,54470.0,0.0,54470.0
OI00000273,ORD0000100,PROD0206,1,5200.0,11.1,4622.8
OI00000274,ORD0000101,PROD0128,1,450.0,33.6,298.8
OI00000275,ORD0000101,PROD0129,3,200.0,21.7,469.8
OI00000276,ORD0000101,PROD0118,2,160.0,35.9,205.12
OI00000277,ORD0000101,PROD0009,4,2890.0,20.4,9201.76
OI00000278,ORD0000102,PROD0121,2,56.0,23.1,86.13
OI00000279,ORD0000102,PROD0107,3,150.0,21.4,353.7
OI00000280,ORD0000103,PROD0109,3,290.0,8.2,798.66
OI00000281,ORD0000104,PROD0050,5,4680.0,10.1,21036.6
OI00000282,ORD0000104,PROD0045,1,2230.0,6.4,2087.28
OI00000283,ORD0000105,PROD0169,2,1280.0,31.8,1745.92
OI00000284,ORD0000106,PROD0208,2,1170.0,18.3,1911.78
OI00000285,ORD0000106,PROD0197,1,6770.0,7.2,6282.56
OI00000286,ORD0000106,PROD0196,1,2120.0,0.0,2120.0
OI00000287,ORD0000106,PROD0195,2,6730.0,13.9,11589.06
OI00000288,ORD0000106,PROD0194,1,5240.0,12.2,4600.72
OI00000289,ORD0000107,PROD0079,1,7860.0,24.7,5918.58
OI00000290,ORD0000107,PROD0069,4,410.0,11.0,1459.6
OI00000291,ORD0000107,PROD0108,2,87.0,17.9,142.85
OI00000292,ORD0000108,PROD0202,1,4940.0,19.7,3966.82
OI00000293,ORD0000109,PROD0188,3,400.0,8.3,1100.4
OI00000294,ORD0000109,PROD0178,2,880.0,4.6,1679.04
OI00000295,ORD0000109,PROD0144,2,3080.0,4.6,5876.64
OI00000296,ORD0000109,PROD0007,5,63590.0,7.5,294103.75
OI00000297,ORD0000110,PROD0089,2,860.0,30.9,1188.52
OI00000298,ORD0000110,PROD0040,3,2000.0,7.3,5562.0
OI00000299,ORD0000110,PROD0096,2,840.0,12.3,1473.36
OI00000300,ORD0000110,PROD0092,3,2170.0,0.0,6510.0
OI00000301,ORD0000110,PROD0202,1,4940.0,19.4,3981.64
OI00000302,ORD0000111,PROD0128,1,450.0,27.2,327.6
OI00000303,ORD0000112,PROD0082,1,2130.0,19.9,1706.13
OI00000304,ORD0000113,PROD0180,3,1030.0,17.1,2561.61
OI00000305,ORD0000114,PROD0204,5,1980.0,28.5,7078.5
OI00000306,ORD0000114,PROD0192,2,11160.0,20.1,17833.68
OI00000307,ORD0000114,PROD0205,4,3230.0,6.8,12041.44
OI00000308,ORD0000115,PROD0007,2,63590.0,2.2,124382.04
OI00000309,ORD0000115,PROD0074,4,1620.0,40.0,3888.0
OI00000310,ORD0000115,PROD0061,4,5210.0,0.0,20840.0
OI00000311,ORD0000115,PROD0145,1,6500.0,2.9,6311.5
OI00000312,ORD0000115,PROD0050,1,4680.0,2.1,4581.72
OI00000313,ORD0000116,PROD0201,2,5115.53,20.0,8184.85
OI00000314,ORD0000117,PROD0182,2,2770.0,10.6,4952.76
OI00000315,ORD0000117,PROD0186,1,1000.0,16.9,831.0
OI00000316,ORD0000117,PROD0112,3,77.0,0.0,231.0
OI00000317,ORD0000117,PROD0173,1,1550.0,12.6,1354.7
OI00000318,ORD0000117,PROD0020,1,58070.0,2.9,56385.97
OI00000319,ORD0000117,PROD0169,2,1280.0,9.7,2311.68
OI00000320,ORD0000118,PROD0042,1,1700.0,0.0,1700.0
OI00000321,ORD0000118,PROD0031,2,3170.0,11.3,5623.58
OI00000322,ORD0000118,PROD0075,3,1010.0,6.8,2823.96
OI00000323,ORD0000118,PROD0033,3,1340.0,12.3,3525.54
OI00000324,ORD0000119,PROD0084,1,1570.0,19.3,1266.99
OI00000325,ORD0000120,PROD0046,1,1420.0,6.8,1323.44
OI00000326,ORD0000120,PROD0114,4,150.0,11.3,532.2
OI00000327,ORD0000121,PROD0070,1,1330.0,17.5,1097.25
OI00000328,ORD0000121,PROD0062,3,3060.0,0.0,9180.0
OI00000329,ORD0000121,PROD0071,1,4550.0,1.8,4468.1
OI00000330,ORD0000122,PROD0069,1,410.0,16.0,344.4
OI00000331,ORD0000122,PROD0063,2,490.0,5.3,928.06
OI00000332,ORD0000122,PROD0072,1,1660.0,11.8,1464.12
OI00000333,ORD0000123,PROD0183,3,5660.0,1.4,16742.28
OI00000334,ORD0000124,PROD0065,2,5430.0,6.6,10143.24
OI00000335,ORD0000124,PROD0076,1,900.0,0.0,900.0
OI00000336,ORD0000124,PROD0071,1,4550.0,0.4,4531.8
OI00000337,ORD0000124,PROD0069,4,410.0,10.8,1462.88
OI00000338,ORD0000124,PROD0081,3,2430.0,15.9,6130.89
OI00000339,ORD0000125,PROD0038,2,2550.0,5.8,4804.2
OI00000340,ORD0000125,PROD0042,1,1700.0,8.1,1562.3
OI00000341,ORD0000125,PROD0045,1,2230.0,8.3,2044.91
OI00000342,ORD0000126,PROD0023,2,30193.87,10.1,54288.58
OI00000343,ORD0000126,PROD0137,3,3640.0,31.3,7502.04
OI00000344,ORD0000126,PROD0011,1,5690.0,0.0,5690.0
OI00000345,ORD0000127,PROD0158,2,1190.0,24.8,1789.76
OI00000346,ORD0000128,PROD0149,1,3680.0,12.4,3223.68
OI00000347,ORD0000128,PROD0131,1,770.0,0.0,770.0
OI00000348,ORD0000129,PROD0154,1,1490.0,7.7,1375.27
OI00000349,ORD0000130,PROD0168,1,980.0,28.0,705.6
OI00000350,ORD0000130,PROD0201,1,5115.53,25.6,3805.95
OI00000351,ORD0000131,PROD0014,1,292677.21,29.8,205459.4
OI00000352,ORD0000131,PROD0011,2,5690.0,0.0,11380.0
OI00000353,ORD0000132,PROD0040,1,2000.0,15.2,1696.0
OI00000354,ORD0000132,PROD0157,2,560.0,10.0,1008.0
OI00000355,ORD0000133,PROD0164,2,520.0,39.5,629.2
OI00000356,ORD0000134,PROD0135,1,1030.0,9.4,933.18
OI00000357,ORD0000135,PROD0156,1,470.0,11.7,415.01
OI00000358,ORD0000135,PROD0201,1,5115.53,24.9,3841.76
OI00000359,ORD0000135,PROD0193,2,1370.0,5.0,2603.0
OI00000360,ORD0000136,PROD0035,5,1400.0,0.0,7000.0
OI00000361,ORD0000136,PROD0173,3,1550.0,6.2,4361.7
OI00000362,ORD0000136,PROD0045,1,2230.0,21.1,1759.47
OI00000363,ORD0000137,PROD0164,3,520.0,37.7,971.88
OI00000364,ORD0000138,PROD0200,4,3590.0,7.2,13326.08
OI00000365,ORD0000138,PROD0130,2,280.0,0.0,560.0
OI00000366,ORD0000138,PROD0198,5,5580.0,10.3,25026.3
OI00000367,ORD0000138,PROD0180,1,1030.0,15.2,873.44
OI00000368,ORD0000139,PROD0167,1,470.0,31.4,322.42
OI00000369,ORD0000139,PROD0207,1,1800.0,0.0,1800.0
OI00000370,ORD0000140,PROD0101,2,1510.0,1.2,2983.76
OI00000371,ORD0000141,PROD0134,1,1020.0,3.1,988.38
OI00000372,ORD0000141,PROD0016,2,8580.65,8.3,15736.91
OI00000373,ORD0000141,PROD0171,1,330.0,26.5,242.55
OI00000374,ORD0000141,PROD0144,2,3080.0,10.4,5519.36
OI00000375,ORD0000142,PROD0196,3,2120.0,0.0,6360.0
OI00000376,ORD0000143,PROD0094,1,840.0,4.5,802.2
OI00000377,ORD0000144,PROD0173,1,1550.0,10.7,1384.15
OI00000378,ORD0000145,PROD0131,2,770.0,0.0,1540.0
OI00000379,ORD0000146,PROD0135,1,1030.0,12.5,901.25
OI00000380,ORD0000146,PROD0041,5,2050.0,8.5,9378.75
OI00000381,ORD0000147,PROD0015,2,84070.0,6.2,157715.32
OI00000382,ORD0000147,PROD0102,3,4250.0,9.9,11487.75
OI00000383,ORD0000147,PROD0132,1,3150.0,14.6,2690.1
OI00000384,ORD0000148,PROD0133,1,3400.0,9.4,3080.4
OI00000385,ORD0000148,PROD0136,1,1760.0,6.4,1647.36
OI00000386,ORD0000148,PROD0149,2,3680.0,20.8,5829.12
OI00000387,ORD0000149,PROD0116,5,280.0,12.8,1220.8
OI00000388,ORD0000149,PROD0039,1,310.0,8.1,284.89
OI00000389,ORD0000150,PROD0130,5,280.0,4.6,1335.6
OI00000390,ORD0000151,PROD0138,5,5440.0,5.7,25649.6
OI00000391,ORD0000151,PROD0201,1,5115.53,38.0,3171.63
OI00000392,ORD0000151,PROD0003,2,63870.0,2.4,124674.24
OI00000393,ORD0000152,PROD0198,2,5580.0,10.3,10010.52
OI00000394,ORD0000152,PROD0208,2,1170.0,12.6,2045.16
OI00000395,ORD0000153,PROD0012,2,14410.0,16.9,23949.42
OI00000396,ORD0000153,PROD0004,2,54470.0,5.4,103057.24
OI00000397,ORD0000153,PROD0003,4,63870.0,0.0,255480.0
OI00000398,ORD0000153,PROD0182,2,2770.0,21.7,4337.82
OI00000399,ORD0000153,PROD0176,1,3930.0,22.9,3030.03
OI00000400,ORD0000153,PROD0132,4,3150.0,8.9,11478.6
OI00000401,ORD0000154,PROD0025,1,34730.0,17.0,28825.9
OI00000402,ORD0000154,PROD0198,2,5580.0,2.7,10858.68
OI00000403,ORD0000154,PROD0027,2,9980.0,15.2,16926.08
